RefSeqID	GOTerm	Description
NM_001330245	GO:0031410	cytoplasmic vesicle
NM_001330245	GO:0043226	organelle
NM_001128225	GO:0055085	transmembrane transport
NM_001128225	GO:0005215	transporter activity
NM_001128225	GO:0043226	organelle
NM_001128225	GO:0005794	Golgi apparatus
NM_001128225	GO:0005783	endoplasmic reticulum
NM_001128225	GO:0031410	cytoplasmic vesicle
NM_001128225	GO:0055065	metal ion homeostasis
NM_001128225	GO:0030154	cell differentiation
NM_001128225	GO:0048856	anatomical structure development
NM_152264	GO:0055085	transmembrane transport
NM_152264	GO:0005215	transporter activity
NM_152264	GO:0043226	organelle
NM_152264	GO:0005794	Golgi apparatus
NM_152264	GO:0005783	endoplasmic reticulum
NM_152264	GO:0031410	cytoplasmic vesicle
NM_152264	GO:0055065	metal ion homeostasis
NM_152264	GO:0030154	cell differentiation
NM_152264	GO:0048856	anatomical structure development
NM_015359	GO:0055085	transmembrane transport
NM_015359	GO:0005215	transporter activity
NM_015359	GO:0031410	cytoplasmic vesicle
NM_015359	GO:0043226	organelle
NM_015359	GO:0005768	endosome
NM_015359	GO:0005886	plasma membrane
NM_015359	GO:0005773	vacuole
NM_015359	GO:0005764	lysosome
NM_015359	GO:0005975	carbohydrate metabolic process
NM_015359	GO:0023052	signaling
NM_015359	GO:0048856	anatomical structure development
NM_015359	GO:0030154	cell differentiation
NM_015359	GO:0055065	metal ion homeostasis
NM_001135154	GO:0055085	transmembrane transport
NM_001135154	GO:0005215	transporter activity
NM_001135154	GO:0031410	cytoplasmic vesicle
NM_001135154	GO:0043226	organelle
NM_001135154	GO:0005768	endosome
NM_001135154	GO:0005886	plasma membrane
NM_001135154	GO:0005773	vacuole
NM_001135154	GO:0005764	lysosome
NM_001135154	GO:0005975	carbohydrate metabolic process
NM_001135154	GO:0023052	signaling
NM_001135154	GO:0048856	anatomical structure development
NM_001135154	GO:0030154	cell differentiation
NM_001135154	GO:0055065	metal ion homeostasis
NM_001351656	GO:0055085	transmembrane transport
NM_001351656	GO:0005215	transporter activity
NM_001351656	GO:0031410	cytoplasmic vesicle
NM_001351656	GO:0043226	organelle
NM_001351656	GO:0005768	endosome
NM_001351656	GO:0005886	plasma membrane
NM_001351656	GO:0005773	vacuole
NM_001351656	GO:0005764	lysosome
NM_001351656	GO:0005975	carbohydrate metabolic process
NM_001351656	GO:0023052	signaling
NM_001351656	GO:0048856	anatomical structure development
NM_001351656	GO:0030154	cell differentiation
NM_001351656	GO:0055065	metal ion homeostasis
NM_001351657	GO:0055085	transmembrane transport
NM_001351657	GO:0005215	transporter activity
NM_001351657	GO:0031410	cytoplasmic vesicle
NM_001351657	GO:0043226	organelle
NM_001351657	GO:0005768	endosome
NM_001351657	GO:0005886	plasma membrane
NM_001351657	GO:0005773	vacuole
NM_001351657	GO:0005764	lysosome
NM_001351657	GO:0005975	carbohydrate metabolic process
NM_001351657	GO:0023052	signaling
NM_001351657	GO:0048856	anatomical structure development
NM_001351657	GO:0030154	cell differentiation
NM_001351657	GO:0055065	metal ion homeostasis
NM_001351655	GO:0055085	transmembrane transport
NM_001351655	GO:0005215	transporter activity
NM_001351655	GO:0031410	cytoplasmic vesicle
NM_001351655	GO:0043226	organelle
NM_001351655	GO:0005768	endosome
NM_001351655	GO:0005886	plasma membrane
NM_001351655	GO:0005773	vacuole
NM_001351655	GO:0005764	lysosome
NM_001351655	GO:0005975	carbohydrate metabolic process
NM_001351655	GO:0023052	signaling
NM_001351655	GO:0048856	anatomical structure development
NM_001351655	GO:0030154	cell differentiation
NM_001351655	GO:0055065	metal ion homeostasis
NM_001351658	GO:0055085	transmembrane transport
NM_001351658	GO:0005215	transporter activity
NM_001351658	GO:0031410	cytoplasmic vesicle
NM_001351658	GO:0043226	organelle
NM_001351658	GO:0005768	endosome
NM_001351658	GO:0005886	plasma membrane
NM_001351658	GO:0005773	vacuole
NM_001351658	GO:0005764	lysosome
NM_001351658	GO:0005975	carbohydrate metabolic process
NM_001351658	GO:0023052	signaling
NM_001351658	GO:0048856	anatomical structure development
NM_001351658	GO:0030154	cell differentiation
NM_001351658	GO:0055065	metal ion homeostasis
NM_001128431	GO:0055085	transmembrane transport
NM_001128431	GO:0005215	transporter activity
NM_001128431	GO:0031410	cytoplasmic vesicle
NM_001128431	GO:0043226	organelle
NM_001128431	GO:0005768	endosome
NM_001128431	GO:0005886	plasma membrane
NM_001128431	GO:0005773	vacuole
NM_001128431	GO:0005764	lysosome
NM_001128431	GO:0005975	carbohydrate metabolic process
NM_001128431	GO:0023052	signaling
NM_001128431	GO:0048856	anatomical structure development
NM_001128431	GO:0030154	cell differentiation
NM_001128431	GO:0055065	metal ion homeostasis
NM_001351660	GO:0055085	transmembrane transport
NM_001351660	GO:0005215	transporter activity
NM_001351660	GO:0031410	cytoplasmic vesicle
NM_001351660	GO:0043226	organelle
NM_001351660	GO:0005768	endosome
NM_001351660	GO:0005886	plasma membrane
NM_001351660	GO:0005773	vacuole
NM_001351660	GO:0005764	lysosome
NM_001351660	GO:0005975	carbohydrate metabolic process
NM_001351660	GO:0023052	signaling
NM_001351660	GO:0048856	anatomical structure development
NM_001351660	GO:0030154	cell differentiation
NM_001351660	GO:0055065	metal ion homeostasis
NM_001351659	GO:0055085	transmembrane transport
NM_001351659	GO:0005215	transporter activity
NM_001351659	GO:0031410	cytoplasmic vesicle
NM_001351659	GO:0043226	organelle
NM_001351659	GO:0005768	endosome
NM_001351659	GO:0005886	plasma membrane
NM_001351659	GO:0005773	vacuole
NM_001351659	GO:0005764	lysosome
NM_001351659	GO:0005975	carbohydrate metabolic process
NM_001351659	GO:0023052	signaling
NM_001351659	GO:0048856	anatomical structure development
NM_001351659	GO:0030154	cell differentiation
NM_001351659	GO:0055065	metal ion homeostasis
NM_001135153	GO:0055085	transmembrane transport
NM_001135153	GO:0005215	transporter activity
NM_001135153	GO:0031410	cytoplasmic vesicle
NM_001135153	GO:0043226	organelle
NM_001135153	GO:0005768	endosome
NM_001135153	GO:0005886	plasma membrane
NM_001135153	GO:0005773	vacuole
NM_001135153	GO:0005764	lysosome
NM_001135153	GO:0005975	carbohydrate metabolic process
NM_001135153	GO:0023052	signaling
NM_001135153	GO:0048856	anatomical structure development
NM_001135153	GO:0030154	cell differentiation
NM_001135153	GO:0055065	metal ion homeostasis
NM_001256588	GO:0055085	transmembrane transport
NM_001256588	GO:0005215	transporter activity
NM_001256588	GO:0005886	plasma membrane
NM_001256588	GO:0031410	cytoplasmic vesicle
NM_001256588	GO:0043226	organelle
NM_014579	GO:0055085	transmembrane transport
NM_014579	GO:0005215	transporter activity
NM_014579	GO:0005886	plasma membrane
NM_014579	GO:0031410	cytoplasmic vesicle
NM_014579	GO:0043226	organelle
NM_014579	GO:0048856	anatomical structure development
NM_014579	GO:0030154	cell differentiation
NM_144564	GO:0055085	transmembrane transport
NM_144564	GO:0005215	transporter activity
NM_144564	GO:0005886	plasma membrane
NM_144564	GO:0048856	anatomical structure development
NM_144564	GO:0002376	immune system process
NM_213568	GO:0055085	transmembrane transport
NM_213568	GO:0005215	transporter activity
NM_213568	GO:0005886	plasma membrane
NM_017767	GO:0055085	transmembrane transport
NM_017767	GO:0005215	transporter activity
NM_001374839	GO:0055085	transmembrane transport
NM_001374839	GO:0005215	transporter activity
NM_001374839	GO:0031410	cytoplasmic vesicle
NM_001374839	GO:0043226	organelle
NM_001374839	GO:0005768	endosome
NM_001374839	GO:0005886	plasma membrane
NM_130849	GO:0055085	transmembrane transport
NM_130849	GO:0005215	transporter activity
NM_130849	GO:0031410	cytoplasmic vesicle
NM_130849	GO:0043226	organelle
NM_130849	GO:0005768	endosome
NM_130849	GO:0005886	plasma membrane
NM_017767	GO:0031410	cytoplasmic vesicle
NM_017767	GO:0043226	organelle
NM_017767	GO:0005768	endosome
NM_017767	GO:0005886	plasma membrane
NM_017767	GO:0055065	metal ion homeostasis
NM_017767	GO:0140299	small molecule sensor activity
NM_017767	GO:0140313	molecular sequestering activity
NM_001374839	GO:0055065	metal ion homeostasis
NM_001374839	GO:0140299	small molecule sensor activity
NM_001374839	GO:0140313	molecular sequestering activity
NM_130849	GO:0055065	metal ion homeostasis
NM_130849	GO:0140299	small molecule sensor activity
NM_130849	GO:0140313	molecular sequestering activity
NM_173596	GO:0055085	transmembrane transport
NM_173596	GO:0005215	transporter activity
NM_173596	GO:0005886	plasma membrane
NM_173596	GO:0048856	anatomical structure development
NM_173596	GO:0043226	organelle
NM_173596	GO:0005576	extracellular region
NM_173596	GO:0005615	extracellular space
NM_173596	GO:0023052	signaling
NM_173596	GO:0055065	metal ion homeostasis
NM_173596	GO:0016071	mRNA metabolic process
NM_173596	GO:0030154	cell differentiation
NM_001135195	GO:0055085	transmembrane transport
NM_001135195	GO:0005215	transporter activity
NM_001135195	GO:0005886	plasma membrane
NM_001135195	GO:0048856	anatomical structure development
NM_001135195	GO:0043226	organelle
NM_001135195	GO:0005576	extracellular region
NM_001135195	GO:0005615	extracellular space
NM_001135195	GO:0023052	signaling
NM_001135195	GO:0055065	metal ion homeostasis
NM_001135195	GO:0030154	cell differentiation
NM_012319	GO:0055085	transmembrane transport
NM_012319	GO:0005215	transporter activity
NM_012319	GO:0005886	plasma membrane
NM_012319	GO:0023052	signaling
NM_012319	GO:0002376	immune system process
NM_012319	GO:0048856	anatomical structure development
NM_012319	GO:0030154	cell differentiation
NM_012319	GO:0055065	metal ion homeostasis
NM_012319	GO:0043226	organelle
NM_012319	GO:0005783	endoplasmic reticulum
NM_001099406	GO:0055085	transmembrane transport
NM_001099406	GO:0005215	transporter activity
NM_001099406	GO:0005886	plasma membrane
NM_001099406	GO:0023052	signaling
NM_001099406	GO:0002376	immune system process
NM_001099406	GO:0048856	anatomical structure development
NM_001099406	GO:0030154	cell differentiation
NM_001099406	GO:0055065	metal ion homeostasis
NM_006979	GO:0055085	transmembrane transport
NM_006979	GO:0005215	transporter activity
NM_006979	GO:0043226	organelle
NM_006979	GO:0005794	Golgi apparatus
NM_006979	GO:0005783	endoplasmic reticulum
NM_006979	GO:0005634	nucleus
NM_006979	GO:0005654	nucleoplasm
NM_006979	GO:0002376	immune system process
NM_006979	GO:0048856	anatomical structure development
NM_006979	GO:0030154	cell differentiation
NM_006979	GO:0055065	metal ion homeostasis
NM_006979	GO:0012501	programmed cell death
NM_001288777	GO:0055085	transmembrane transport
NM_001288777	GO:0005215	transporter activity
NM_001288777	GO:0043226	organelle
NM_001288777	GO:0005794	Golgi apparatus
NM_001288777	GO:0005783	endoplasmic reticulum
NM_001288777	GO:0005634	nucleus
NM_001288777	GO:0005654	nucleoplasm
NM_001288777	GO:0002376	immune system process
NM_001288777	GO:0048856	anatomical structure development
NM_001288777	GO:0030154	cell differentiation
NM_001288777	GO:0055065	metal ion homeostasis
NM_001288777	GO:0012501	programmed cell death
NM_001077516	GO:0055085	transmembrane transport
NM_001077516	GO:0005215	transporter activity
NM_001077516	GO:0043226	organelle
NM_001077516	GO:0005794	Golgi apparatus
NM_001077516	GO:0005783	endoplasmic reticulum
NM_001077516	GO:0005634	nucleus
NM_001077516	GO:0005654	nucleoplasm
NM_001077516	GO:0002376	immune system process
NM_001077516	GO:0048856	anatomical structure development
NM_001077516	GO:0030154	cell differentiation
NM_001077516	GO:0055065	metal ion homeostasis
NM_001077516	GO:0012501	programmed cell death
NM_022154	GO:0055085	transmembrane transport
NM_022154	GO:0005215	transporter activity
NM_022154	GO:0005886	plasma membrane
NM_022154	GO:0006351	DNA-templated transcription
NM_022154	GO:0006355	regulation of DNA-templated transcription
NM_022154	GO:0043226	organelle
NM_022154	GO:0005773	vacuole
NM_022154	GO:0005764	lysosome
NM_022154	GO:1901135	carbohydrate derivative metabolic process
NM_022154	GO:0036211	protein modification process
NM_022154	GO:0006486	protein glycosylation
NM_022154	GO:0006520	amino acid metabolic process
NM_022154	GO:0023052	signaling
NM_022154	GO:0006954	inflammatory response
NM_022154	GO:0030198	extracellular matrix organization
NM_022154	GO:0055065	metal ion homeostasis
NM_022154	GO:0007155	cell adhesion
NM_022154	GO:0098754	detoxification
NM_001135148	GO:0055085	transmembrane transport
NM_001135148	GO:0005215	transporter activity
NM_001135148	GO:0005886	plasma membrane
NM_001135148	GO:0006351	DNA-templated transcription
NM_001135148	GO:0006355	regulation of DNA-templated transcription
NM_001135148	GO:0043226	organelle
NM_001135148	GO:0005773	vacuole
NM_001135148	GO:0005764	lysosome
NM_001135148	GO:1901135	carbohydrate derivative metabolic process
NM_001135148	GO:0036211	protein modification process
NM_001135148	GO:0006486	protein glycosylation
NM_001135148	GO:0006520	amino acid metabolic process
NM_001135148	GO:0023052	signaling
NM_001135148	GO:0006954	inflammatory response
NM_001135148	GO:0030198	extracellular matrix organization
NM_001135148	GO:0055065	metal ion homeostasis
NM_001135148	GO:0007155	cell adhesion
NM_001135148	GO:0098754	detoxification
NM_001135146	GO:0055085	transmembrane transport
NM_001135146	GO:0005215	transporter activity
NM_001135146	GO:0005886	plasma membrane
NM_001135146	GO:0006351	DNA-templated transcription
NM_001135146	GO:0006355	regulation of DNA-templated transcription
NM_001135146	GO:0043226	organelle
NM_001135146	GO:0005773	vacuole
NM_001135146	GO:0005764	lysosome
NM_001135146	GO:1901135	carbohydrate derivative metabolic process
NM_001135146	GO:0036211	protein modification process
NM_001135146	GO:0006486	protein glycosylation
NM_001135146	GO:0006520	amino acid metabolic process
NM_001135146	GO:0023052	signaling
NM_001135146	GO:0006954	inflammatory response
NM_001135146	GO:0030198	extracellular matrix organization
NM_001135146	GO:0055065	metal ion homeostasis
NM_001135146	GO:0007155	cell adhesion
NM_001135146	GO:0098754	detoxification
	GO:0006486	protein glycosylation
NM_001135147	GO:0055085	transmembrane transport
NM_001135147	GO:0005215	transporter activity
NM_001135147	GO:0005886	plasma membrane
NM_001135147	GO:0006351	DNA-templated transcription
NM_001135147	GO:0006355	regulation of DNA-templated transcription
NM_001135147	GO:0043226	organelle
NM_001135147	GO:0005773	vacuole
NM_001135147	GO:0005764	lysosome
NM_001135147	GO:1901135	carbohydrate derivative metabolic process
NM_001135147	GO:0036211	protein modification process
NM_001135147	GO:0006486	protein glycosylation
NM_001135147	GO:0006520	amino acid metabolic process
NM_001135147	GO:0023052	signaling
NM_001135147	GO:0006954	inflammatory response
NM_001135147	GO:0030198	extracellular matrix organization
NM_001135147	GO:0055065	metal ion homeostasis
NM_001135147	GO:0007155	cell adhesion
NM_001135147	GO:0098754	detoxification
NM_001252150	GO:0055085	transmembrane transport
NM_001252150	GO:0005215	transporter activity
NM_001252150	GO:0043226	organelle
NM_001252150	GO:0005634	nucleus
NM_001252150	GO:0005794	Golgi apparatus
NM_001252150	GO:0005739	mitochondrion
NM_001252150	GO:0005886	plasma membrane
NM_001252150	GO:0060089	molecular transducer activity
NM_001252150	GO:0023052	signaling
NM_001252150	GO:0034330	cell junction organization
NM_001252150	GO:0055065	metal ion homeostasis
NM_001330185	GO:0055085	transmembrane transport
NM_001330185	GO:0005215	transporter activity
NM_001330185	GO:0043226	organelle
NM_001330185	GO:0005634	nucleus
NM_001330185	GO:0005794	Golgi apparatus
NM_001330185	GO:0005739	mitochondrion
NM_001330185	GO:0005886	plasma membrane
NM_001252151	GO:0055085	transmembrane transport
NM_001252151	GO:0005215	transporter activity
NM_001252151	GO:0043226	organelle
NM_001252151	GO:0005634	nucleus
NM_001252151	GO:0005794	Golgi apparatus
NM_001252151	GO:0005739	mitochondrion
NM_001252151	GO:0005886	plasma membrane
NM_001252151	GO:0060089	molecular transducer activity
NM_001252151	GO:0023052	signaling
NM_001252151	GO:0034330	cell junction organization
NM_001252151	GO:0055065	metal ion homeostasis
NM_001252152	GO:0055085	transmembrane transport
NM_001252152	GO:0005215	transporter activity
NM_001252152	GO:0043226	organelle
NM_001252152	GO:0005634	nucleus
NM_001252152	GO:0005794	Golgi apparatus
NM_001252152	GO:0005739	mitochondrion
NM_001252152	GO:0005886	plasma membrane
NM_001252152	GO:0060089	molecular transducer activity
NM_001252152	GO:0023052	signaling
NM_001252152	GO:0034330	cell junction organization
NM_001252152	GO:0055065	metal ion homeostasis
NM_018375	GO:0055085	transmembrane transport
NM_018375	GO:0005215	transporter activity
NM_018375	GO:0043226	organelle
NM_018375	GO:0005634	nucleus
NM_018375	GO:0005794	Golgi apparatus
NM_018375	GO:0005739	mitochondrion
NM_018375	GO:0005886	plasma membrane
NM_018375	GO:0060089	molecular transducer activity
NM_018375	GO:0023052	signaling
NM_018375	GO:0034330	cell junction organization
NM_018375	GO:0055065	metal ion homeostasis
NM_001252148	GO:0055085	transmembrane transport
NM_001252148	GO:0005215	transporter activity
NM_001252148	GO:0043226	organelle
NM_001252148	GO:0005634	nucleus
NM_001252148	GO:0005794	Golgi apparatus
NM_001252148	GO:0005739	mitochondrion
NM_001252148	GO:0005886	plasma membrane
NM_001252148	GO:0060089	molecular transducer activity
NM_001252148	GO:0023052	signaling
NM_001252148	GO:0034330	cell junction organization
NM_001252148	GO:0055065	metal ion homeostasis
	GO:0061024	membrane organization
NM_007308	GO:0023052	signaling
NM_007308	GO:0043226	organelle
NM_007308	GO:0005634	nucleus
NM_007308	GO:0005576	extracellular region
NM_007308	GO:0005886	plasma membrane
NM_007308	GO:0016491	oxidoreductase activity
NM_007308	GO:0003824	catalytic activity
NM_007308	GO:0012501	programmed cell death
NM_007308	GO:0005829	cytosol
NM_007308	GO:0005856	cytoskeleton
NM_007308	GO:0005615	extracellular space
NM_007308	GO:0042393	histone binding
NM_007308	GO:0016192	vesicle-mediated transport
NM_007308	GO:0008092	cytoskeletal protein binding
NM_007308	GO:0005739	mitochondrion
NM_007308	GO:0060090	molecular adaptor activity
NM_007308	GO:0055085	transmembrane transport
NM_007308	GO:0055065	metal ion homeostasis
NM_007308	GO:0036211	protein modification process
NM_007308	GO:0002376	immune system process
NM_007308	GO:0098542	defense response to other organism
NM_007308	GO:0098772	molecular function regulator activity
NM_007308	GO:0065003	protein-containing complex assembly
NM_007308	GO:0006351	DNA-templated transcription
NM_007308	GO:0006355	regulation of DNA-templated transcription
NM_007308	GO:0034330	cell junction organization
NM_007308	GO:0008289	lipid binding
NM_007308	GO:0003677	DNA binding
NM_007308	GO:0030163	protein catabolic process
NM_007308	GO:0006914	autophagy
NM_007308	GO:0031410	cytoplasmic vesicle
NM_007308	GO:0006954	inflammatory response
NM_007308	GO:0005773	vacuole
NM_007308	GO:0005764	lysosome
NM_007308	GO:0007010	cytoskeleton organization
NM_007308	GO:0061024	membrane organization
NM_007308	GO:0005975	carbohydrate metabolic process
NM_007308	GO:0006091	generation of precursor metabolites and energy
NM_007308	GO:0048856	anatomical structure development
NM_001375286	GO:0023052	signaling
NM_001375286	GO:0043226	organelle
NM_001375286	GO:0005634	nucleus
NM_001375286	GO:0005576	extracellular region
NM_001375286	GO:0005886	plasma membrane
NM_001375286	GO:0016491	oxidoreductase activity
NM_001375286	GO:0003824	catalytic activity
NM_001375286	GO:0012501	programmed cell death
NM_001375286	GO:0005829	cytosol
NM_001375286	GO:0005856	cytoskeleton
NM_001375286	GO:0005615	extracellular space
NM_001375286	GO:0042393	histone binding
NM_001375286	GO:0016192	vesicle-mediated transport
NM_001375286	GO:0008092	cytoskeletal protein binding
NM_001375286	GO:0005739	mitochondrion
NM_001375286	GO:0060090	molecular adaptor activity
NM_001375286	GO:0055085	transmembrane transport
NM_001375286	GO:0055065	metal ion homeostasis
NM_001375286	GO:0036211	protein modification process
NM_001375286	GO:0002376	immune system process
NM_001375286	GO:0098542	defense response to other organism
NM_001375286	GO:0098772	molecular function regulator activity
NM_001375286	GO:0065003	protein-containing complex assembly
NM_001375286	GO:0006351	DNA-templated transcription
NM_001375286	GO:0006355	regulation of DNA-templated transcription
NM_001375286	GO:0034330	cell junction organization
NM_001375286	GO:0008289	lipid binding
NM_001375286	GO:0003677	DNA binding
NM_001375286	GO:0030163	protein catabolic process
NM_001375286	GO:0006914	autophagy
NM_001375286	GO:0031410	cytoplasmic vesicle
NM_001375286	GO:0006954	inflammatory response
NM_001375286	GO:0005773	vacuole
NM_001375286	GO:0005764	lysosome
NM_001375286	GO:0006629	lipid metabolic process
NM_001375286	GO:0061024	membrane organization
NM_001375286	GO:0007005	mitochondrion organization
NM_001375286	GO:0007010	cytoskeleton organization
NM_001375286	GO:0006091	generation of precursor metabolites and energy
NM_001375286	GO:1901135	carbohydrate derivative metabolic process
NM_001375286	GO:0006790	sulfur compound metabolic process
NM_001375286	GO:0055086	nucleobase-containing small molecule metabolic process
NM_001375286	GO:0050877	nervous system process
NM_001375286	GO:0005975	carbohydrate metabolic process
NM_001375286	GO:0048856	anatomical structure development
NM_000345	GO:0023052	signaling
NM_000345	GO:0043226	organelle
NM_000345	GO:0005634	nucleus
NM_000345	GO:0005576	extracellular region
NM_000345	GO:0005886	plasma membrane
NM_000345	GO:0016491	oxidoreductase activity
NM_000345	GO:0003824	catalytic activity
NM_000345	GO:0012501	programmed cell death
NM_000345	GO:0005829	cytosol
NM_000345	GO:0005856	cytoskeleton
NM_000345	GO:0005615	extracellular space
NM_000345	GO:0042393	histone binding
NM_000345	GO:0016192	vesicle-mediated transport
NM_000345	GO:0008092	cytoskeletal protein binding
NM_000345	GO:0005739	mitochondrion
NM_000345	GO:0060090	molecular adaptor activity
NM_000345	GO:0055085	transmembrane transport
NM_000345	GO:0055065	metal ion homeostasis
NM_000345	GO:0036211	protein modification process
NM_000345	GO:0002376	immune system process
NM_000345	GO:0098542	defense response to other organism
NM_000345	GO:0098772	molecular function regulator activity
NM_000345	GO:0065003	protein-containing complex assembly
NM_000345	GO:0006351	DNA-templated transcription
NM_000345	GO:0006355	regulation of DNA-templated transcription
NM_000345	GO:0034330	cell junction organization
NM_000345	GO:0008289	lipid binding
NM_000345	GO:0003677	DNA binding
NM_000345	GO:0030163	protein catabolic process
NM_000345	GO:0006914	autophagy
NM_000345	GO:0031410	cytoplasmic vesicle
NM_000345	GO:0006954	inflammatory response
NM_000345	GO:0005773	vacuole
NM_000345	GO:0005764	lysosome
NM_000345	GO:0006629	lipid metabolic process
NM_000345	GO:0061024	membrane organization
NM_000345	GO:0007005	mitochondrion organization
NM_000345	GO:0007010	cytoskeleton organization
NM_000345	GO:0006091	generation of precursor metabolites and energy
NM_000345	GO:1901135	carbohydrate derivative metabolic process
NM_000345	GO:0006790	sulfur compound metabolic process
NM_000345	GO:0055086	nucleobase-containing small molecule metabolic process
NM_000345	GO:0050877	nervous system process
NM_000345	GO:0005975	carbohydrate metabolic process
NM_000345	GO:0048856	anatomical structure development
NM_001146054	GO:0023052	signaling
NM_001146054	GO:0043226	organelle
NM_001146054	GO:0005634	nucleus
NM_001146054	GO:0005576	extracellular region
NM_001146054	GO:0005886	plasma membrane
NM_001146054	GO:0016491	oxidoreductase activity
NM_001146054	GO:0003824	catalytic activity
NM_001146054	GO:0012501	programmed cell death
NM_001146054	GO:0005829	cytosol
NM_001146054	GO:0005856	cytoskeleton
NM_001146054	GO:0005615	extracellular space
NM_001146054	GO:0042393	histone binding
NM_001146054	GO:0016192	vesicle-mediated transport
NM_001146054	GO:0008092	cytoskeletal protein binding
NM_001146054	GO:0005739	mitochondrion
NM_001146054	GO:0060090	molecular adaptor activity
NM_001146054	GO:0055085	transmembrane transport
NM_001146054	GO:0055065	metal ion homeostasis
NM_001146054	GO:0036211	protein modification process
NM_001146054	GO:0002376	immune system process
NM_001146054	GO:0098542	defense response to other organism
NM_001146054	GO:0098772	molecular function regulator activity
NM_001146054	GO:0065003	protein-containing complex assembly
NM_001146054	GO:0006351	DNA-templated transcription
NM_001146054	GO:0006355	regulation of DNA-templated transcription
NM_001146054	GO:0034330	cell junction organization
NM_001146054	GO:0008289	lipid binding
NM_001146054	GO:0003677	DNA binding
NM_001146054	GO:0030163	protein catabolic process
NM_001146054	GO:0006914	autophagy
NM_001146054	GO:0031410	cytoplasmic vesicle
NM_001146054	GO:0006954	inflammatory response
NM_001146054	GO:0005773	vacuole
NM_001146054	GO:0005764	lysosome
NM_001146054	GO:0006629	lipid metabolic process
NM_001146054	GO:0061024	membrane organization
NM_001146054	GO:0007005	mitochondrion organization
NM_001146054	GO:0007010	cytoskeleton organization
NM_001146054	GO:0006091	generation of precursor metabolites and energy
NM_001146054	GO:1901135	carbohydrate derivative metabolic process
NM_001146054	GO:0006790	sulfur compound metabolic process
NM_001146054	GO:0055086	nucleobase-containing small molecule metabolic process
NM_001146054	GO:0050877	nervous system process
NM_001146054	GO:0005975	carbohydrate metabolic process
NM_001146054	GO:0048856	anatomical structure development
NM_001146055	GO:0023052	signaling
NM_001146055	GO:0043226	organelle
NM_001146055	GO:0005634	nucleus
NM_001146055	GO:0005576	extracellular region
NM_001146055	GO:0005886	plasma membrane
NM_001146055	GO:0016491	oxidoreductase activity
NM_001146055	GO:0003824	catalytic activity
NM_001146055	GO:0012501	programmed cell death
NM_001146055	GO:0005829	cytosol
NM_001146055	GO:0005856	cytoskeleton
NM_001146055	GO:0005615	extracellular space
NM_001146055	GO:0042393	histone binding
NM_001146055	GO:0016192	vesicle-mediated transport
NM_001146055	GO:0008092	cytoskeletal protein binding
NM_001146055	GO:0005739	mitochondrion
NM_001146055	GO:0060090	molecular adaptor activity
NM_001146055	GO:0055085	transmembrane transport
NM_001146055	GO:0055065	metal ion homeostasis
NM_001146055	GO:0036211	protein modification process
NM_001146055	GO:0002376	immune system process
NM_001146055	GO:0098542	defense response to other organism
NM_001146055	GO:0098772	molecular function regulator activity
NM_001146055	GO:0065003	protein-containing complex assembly
NM_001146055	GO:0006351	DNA-templated transcription
NM_001146055	GO:0006355	regulation of DNA-templated transcription
NM_001146055	GO:0034330	cell junction organization
NM_001146055	GO:0008289	lipid binding
NM_001146055	GO:0003677	DNA binding
NM_001146055	GO:0030163	protein catabolic process
NM_001146055	GO:0006914	autophagy
NM_001146055	GO:0031410	cytoplasmic vesicle
NM_001146055	GO:0006954	inflammatory response
NM_001146055	GO:0005773	vacuole
NM_001146055	GO:0005764	lysosome
NM_001146055	GO:0007010	cytoskeleton organization
NM_001146055	GO:0061024	membrane organization
NM_001146055	GO:0005975	carbohydrate metabolic process
NM_001146055	GO:0006091	generation of precursor metabolites and energy
NM_001146055	GO:0048856	anatomical structure development
NM_001375285	GO:0023052	signaling
NM_001375285	GO:0043226	organelle
NM_001375285	GO:0005634	nucleus
NM_001375285	GO:0005576	extracellular region
NM_001375285	GO:0005886	plasma membrane
NM_001375285	GO:0016491	oxidoreductase activity
NM_001375285	GO:0003824	catalytic activity
NM_001375285	GO:0012501	programmed cell death
NM_001375285	GO:0005829	cytosol
NM_001375285	GO:0005856	cytoskeleton
NM_001375285	GO:0005615	extracellular space
NM_001375285	GO:0042393	histone binding
NM_001375285	GO:0016192	vesicle-mediated transport
NM_001375285	GO:0008092	cytoskeletal protein binding
NM_001375285	GO:0005739	mitochondrion
NM_001375285	GO:0060090	molecular adaptor activity
NM_001375285	GO:0055085	transmembrane transport
NM_001375285	GO:0055065	metal ion homeostasis
NM_001375285	GO:0036211	protein modification process
NM_001375285	GO:0002376	immune system process
NM_001375285	GO:0098542	defense response to other organism
NM_001375285	GO:0098772	molecular function regulator activity
NM_001375285	GO:0065003	protein-containing complex assembly
NM_001375285	GO:0006351	DNA-templated transcription
NM_001375285	GO:0006355	regulation of DNA-templated transcription
NM_001375285	GO:0034330	cell junction organization
NM_001375285	GO:0008289	lipid binding
NM_001375285	GO:0003677	DNA binding
NM_001375285	GO:0030163	protein catabolic process
NM_001375285	GO:0006914	autophagy
NM_001375285	GO:0031410	cytoplasmic vesicle
NM_001375285	GO:0006954	inflammatory response
NM_001375285	GO:0005773	vacuole
NM_001375285	GO:0005764	lysosome
NM_001375285	GO:0007010	cytoskeleton organization
NM_001375285	GO:0061024	membrane organization
